Molecule,poly_A,Site Index,0,Site Type, L_a
Time, Free, Bound,State0,
0.04200000000433388,15,0,15,
0.04300000000450142,15,0,15,
0.04400000000466895,15,0,15,
0.045000000004836484,15,0,15,
0.04600000000500402,15,0,15,
0.04700000000517155,15,0,15,
0.048000000005339084,15,0,15,
0.04900000000550662,15,0,15,
0.05000000000567415,15,0,15,

Molecule,poly_A,Site Index,16,Site Type, L_a
Time, Free, Bound,State0,
0.0,15,0,15,
0.001000000000002041,15,0,15,
0.002000009999996102,15,0,15,
0.0030000099999901633,15,0,15,
0.0040000099999842244,15,0,15,
0.005000009999978286,15,0,15,
0.006000009999972347,15,0,15,
0.007000009999966408,15,0,15,
0.00800000999996047,15,0,15,
0.00900000999995453,15,0,15,
0.010000009999948592,15,0,15,
0.011000009999942653,15,0,15,
0.012000009999936714,15,0,15,
0.013000009999930775,15,0,15,
0.014000009999924836,15,0,15,
0.015000009999918898,15,0,15,
0.016000009999978013,15,0,15,
0.017000000000145545,15,0,15,
0.018000000000313078,15,0,15,
0.01900000000048061,15,0,15,
0.020000000000648145,15,0,15,
0.02100000000081568,15,0,15,
0.022000000000983212,15,0,15,
0.023000000001150746,15,0,15,
0.02400000000131828,15,0,15,
0.025000000001485813,15,0,15,
0.026000000001653346,15,0,15,
0.02700000000182088,15,0,15,
0.028000000001988413,15,0,15,
0.029000000002155947,15,0,15,
0.03000000000232348,15,0,15,
0.031000000002491014,15,0,15,
0.03200000000265855,15,0,15,
0.03300000000282608,15,0,15,
0.034000000002993615,15,0,15,
0.03500000000316115,15,0,15,
0.03600000000332868,15,0,15,
0.037000000003496215,15,0,15,
0.03800000000366375,15,0,15,
0.03900000000383128,15,0,15,
0.040000000003998816,15,0,15,
0.04100000000416635,15,0,15,
0.04200000000433388,15,0,15,
0.04300000000450142,15,0,15,
0.04400000000466895,15,0,15,
0.045000000004836484,15,0,15,
0.04600000000500402,15,0,15,
0.04700000000517155,15,0,15,
0.048000000005339084,15,0,15,
0.04900000000550662,15,0,15,
0.05000000000567415,15,0,15,

Molecule,poly_A,Site Index,17,Site Type, L_a
Time, Free, Bound,State0,
0.0,15,0,15,
0.001000000000002041,15,0,15,
0.002000009999996102,15,0,15,
0.0030000099999901633,15,0,15,
0.0040000099999842244,15,0,15,
0.005000009999978286,15,0,15,
0.006000009999972347,15,0,15,
0.007000009999966408,15,0,15,
0.00800000999996047,15,0,15,
0.00900000999995453,15,0,15,
0.010000009999948592,15,0,15,
0.011000009999942653,15,0,15,
0.012000009999936714,15,0,15,
0.013000009999930775,15,0,15,
0.014000009999924836,15,0,15,
0.015000009999918898,15,0,15,
0.016000009999978013,15,0,15,
0.017000000000145545,15,0,15,
0.018000000000313078,15,0,15,
0.01900000000048061,15,0,15,
0.020000000000648145,15,0,15,
0.02100000000081568,15,0,15,
0.022000000000983212,15,0,15,
0.023000000001150746,15,0,15,
0.02400000000131828,15,0,15,
0.025000000001485813,15,0,15,
0.026000000001653346,15,0,15,
0.02700000000182088,15,0,15,
0.028000000001988413,15,0,15,
0.029000000002155947,15,0,15,
0.03000000000232348,15,0,15,
0.031000000002491014,15,0,15,
0.03200000000265855,15,0,15,
0.03300000000282608,15,0,15,
0.034000000002993615,15,0,15,
0.03500000000316115,15,0,15,
0.03600000000332868,15,0,15,
0.037000000003496215,15,0,15,
0.03800000000366375,15,0,15,
0.03900000000383128,15,0,15,
0.040000000003998816,15,0,15,
0.04100000000416635,15,0,15,
0.04200000000433388,15,0,15,
0.04300000000450142,15,0,15,
0.04400000000466895,15,0,15,
0.045000000004836484,15,0,15,
0.04600000000500402,15,0,15,
0.04700000000517155,15,0,15,
0.048000000005339084,15,0,15,
0.04900000000550662,15,0,15,
0.05000000000567415,15,0,15,

Molecule,poly_A,Site Index,18,Site Type, A
Time, Free, Bound,State0,A_B_binding,
0.0,15,0,15,0,
0.001000000000002041,14,1,15,1,
0.002000009999996102,15,0,15,0,
0.0030000099999901633,14,1,15,1,
0.0040000099999842244,13,2,15,2,
0.005000009999978286,12,3,15,3,
0.006000009999972347,11,4,15,4,
0.007000009999966408,11,4,15,4,
0.00800000999996047,13,2,15,2,
0.00900000999995453,13,2,15,2,
0.010000009999948592,12,3,15,3,
0.011000009999942653,13,2,15,2,
0.012000009999936714,14,1,15,1,
0.013000009999930775,14,1,15,1,
0.014000009999924836,14,1,15,1,
0.015000009999918898,13,2,15,2,
0.016000009999978013,14,1,15,1,
0.017000000000145545,15,0,15,0,
0.018000000000313078,14,1,15,1,
0.01900000000048061,13,2,15,2,
0.020000000000648145,14,1,15,1,
0.02100000000081568,14,1,15,1,
0.022000000000983212,15,0,15,0,
0.023000000001150746,12,3,15,3,
0.02400000000131828,11,4,15,4,
0.025000000001485813,13,2,15,2,
0.026000000001653346,13,2,15,2,
0.02700000000182088,14,1,15,1,
0.028000000001988413,7,8,15,8,
0.029000000002155947,13,2,15,2,
0.03000000000232348,14,1,15,1,
0.031000000002491014,11,4,15,4,
0.03200000000265855,12,3,15,3,
0.03300000000282608,13,2,15,2,
0.034000000002993615,13,2,15,2,
0.03500000000316115,13,2,15,2,
0.03600000000332868,11,4,15,4,
0.037000000003496215,13,2,15,2,
0.03800000000366375,13,2,15,2,
0.03900000000383128,13,2,15,2,
0.040000000003998816,11,4,15,4,
0.04100000000416635,12,3,15,3,
0.04200000000433388,12,3,15,3,
0.04300000000450142,13,2,15,2,
0.04400000000466895,13,2,15,2,
0.045000000004836484,13,2,15,2,
0.04600000000500402,12,3,15,3,
0.04700000000517155,15,0,15,0,
0.048000000005339084,15,0,15,0,
0.04900000000550662,14,1,15,1,
0.05000000000567415,11,4,15,4,

Molecule,poly_A,Site Index,19,Site Type, L_a
Time, Free, Bound,State0,
0.0,15,0,15,
0.001000000000002041,15,0,15,
0.002000009999996102,15,0,15,
0.0030000099999901633,15,0,15,
0.0040000099999842244,15,0,15,
0.005000009999978286,15,0,15,
0.006000009999972347,15,0,15,
0.007000009999966408,15,0,15,
0.00800000999996047,15,0,15,
0.00900000999995453,15,0,15,
0.010000009999948592,15,0,15,
0.011000009999942653,15,0,15,
0.012000009999936714,15,0,15,
0.013000009999930775,15,0,15,
0.014000009999924836,15,0,15,
0.015000009999918898,15,0,15,
0.016000009999978013,15,0,15,
0.017000000000145545,15,0,15,
0.018000000000313078,15,0,15,
0.01900000000048061,15,0,15,
0.020000000000648145,15,0,15,
0.02100000000081568,15,0,15,
0.022000000000983212,15,0,15,
0.023000000001150746,15,0,15,
0.02400000000131828,15,0,15,
0.025000000001485813,15,0,15,
0.026000000001653346,15,0,15,
0.02700000000182088,15,0,15,
0.028000000001988413,15,0,15,
0.029000000002155947,15,0,15,
0.03000000000232348,15,0,15,
0.031000000002491014,15,0,15,
0.03200000000265855,15,0,15,
0.03300000000282608,15,0,15,
0.034000000002993615,15,0,15,
0.03500000000316115,15,0,15,
0.03600000000332868,15,0,15,
0.037000000003496215,15,0,15,
0.03800000000366375,15,0,15,
0.03900000000383128,15,0,15,
0.040000000003998816,15,0,15,
0.04100000000416635,15,0,15,
0.04200000000433388,15,0,15,
0.04300000000450142,15,0,15,
0.04400000000466895,15,0,15,
0.045000000004836484,15,0,15,
0.04600000000500402,15,0,15,
0.04700000000517155,15,0,15,
0.048000000005339084,15,0,15,
0.04900000000550662,15,0,15,
0.05000000000567415,15,0,15,

Molecule,poly_A,Site Index,20,Site Type, L_a
Time, Free, Bound,State0,
0.0,15,0,15,
0.001000000000002041,15,0,15,
0.002000009999996102,15,0,15,
0.0030000099999901633,15,0,15,
0.0040000099999842244,15,0,15,
0.005000009999978286,15,0,15,
0.006000009999972347,15,0,15,
0.007000009999966408,15,0,15,
0.00800000999996047,15,0,15,
0.00900000999995453,15,0,15,
0.010000009999948592,15,0,15,
0.011000009999942653,15,0,15,
0.012000009999936714,15,0,15,
0.013000009999930775,15,0,15,
0.014000009999924836,15,0,15,
0.015000009999918898,15,0,15,
0.016000009999978013,15,0,15,
0.017000000000145545,15,0,15,
0.018000000000313078,15,0,15,
0.01900000000048061,15,0,15,
0.020000000000648145,15,0,15,
0.02100000000081568,15,0,15,
0.022000000000983212,15,0,15,
0.023000000001150746,15,0,15,
0.02400000000131828,15,0,15,
0.025000000001485813,15,0,15,
0.026000000001653346,15,0,15,
0.02700000000182088,15,0,15,
0.028000000001988413,15,0,15,
0.029000000002155947,15,0,15,
0.03000000000232348,15,0,15,
0.031000000002491014,15,0,15,
0.03200000000265855,15,0,15,
0.03300000000282608,15,0,15,
0.034000000002993615,15,0,15,
0.03500000000316115,15,0,15,
0.03600000000332868,15,0,15,
0.037000000003496215,15,0,15,
0.03800000000366375,15,0,15,
0.03900000000383128,15,0,15,
0.040000000003998816,15,0,15,
0.04100000000416635,15,0,15,
0.04200000000433388,15,0,15,
0.04300000000450142,15,0,15,
0.04400000000466895,15,0,15,
0.045000000004836484,15,0,15,
0.04600000000500402,15,0,15,
0.04700000000517155,15,0,15,
0.048000000005339084,15,0,15,
0.04900000000550662,15,0,15,
0.05000000000567415,15,0,15,

Molecule,poly_A,Site Index,21,Site Type, L_a
Time, Free, Bound,State0,
0.0,15,0,15,
0.001000000000002041,15,0,15,
0.002000009999996102,15,0,15,
0.0030000099999901633,15,0,15,
0.0040000099999842244,15,0,15,
0.005000009999978286,15,0,15,
0.006000009999972347,15,0,15,
0.007000009999966408,15,0,15,
0.00800000999996047,15,0,15,
0.00900000999995453,15,0,15,
0.010000009999948592,15,0,15,
0.011000009999942653,15,0,15,
0.012000009999936714,15,0,15,
0.013000009999930775,15,0,15,
0.014000009999924836,15,0,15,
0.015000009999918898,15,0,15,
0.016000009999978013,15,0,15,
0.017000000000145545,15,0,15,
0.018000000000313078,15,0,15,
0.01900000000048061,15,0,15,
0.020000000000648145,15,0,15,
0.02100000000081568,15,0,15,
0.022000000000983212,15,0,15,
0.023000000001150746,15,0,15,
0.02400000000131828,15,0,15,
0.025000000001485813,15,0,15,
0.026000000001653346,15,0,15,
0.02700000000182088,15,0,15,
0.028000000001988413,15,0,15,
0.029000000002155947,15,0,15,
0.03000000000232348,15,0,15,
0.031000000002491014,15,0,15,
0.03200000000265855,15,0,15,
0.03300000000282608,15,0,15,
0.034000000002993615,15,0,15,
0.03500000000316115,15,0,15,
0.03600000000332868,15,0,15,
0.037000000003496215,15,0,15,
0.03800000000366375,15,0,15,
0.03900000000383128,15,0,15,
0.040000000003998816,15,0,15,
0.04100000000416635,15,0,15,
0.04200000000433388,15,0,15,
0.04300000000450142,15,0,15,
0.04400000000466895,15,0,15,
0.045000000004836484,15,0,15,
0.04600000000500402,15,0,15,
0.04700000000517155,15,0,15,
0.048000000005339084,15,0,15,
0.04900000000550662,15,0,15,
0.05000000000567415,15,0,15,

Molecule,poly_A,Site Index,22,Site Type, A
Time, Free, Bound,State0,A_B_binding,
0.0,15,0,15,0,
0.001000000000002041,15,0,15,0,
0.002000009999996102,15,0,15,0,
0.0030000099999901633,15,0,15,0,
0.0040000099999842244,13,2,15,2,
0.005000009999978286,10,5,15,5,
0.006000009999972347,13,2,15,2,
0.007000009999966408,12,3,15,3,
0.00800000999996047,11,4,15,4,
0.00900000999995453,11,4,15,4,
0.010000009999948592,12,3,15,3,
0.011000009999942653,13,2,15,2,
0.012000009999936714,14,1,15,1,
0.013000009999930775,14,1,15,1,
0.014000009999924836,12,3,15,3,
0.015000009999918898,13,2,15,2,
0.016000009999978013,15,0,15,0,
0.017000000000145545,15,0,15,0,
0.018000000000313078,15,0,15,0,
0.01900000000048061,14,1,15,1,
0.020000000000648145,13,2,15,2,
0.02100000000081568,13,2,15,2,
0.022000000000983212,15,0,15,0,
0.023000000001150746,12,3,15,3,
0.02400000000131828,13,2,15,2,
0.025000000001485813,13,2,15,2,
0.026000000001653346,11,4,15,4,
0.02700000000182088,14,1,15,1,
0.028000000001988413,12,3,15,3,
0.029000000002155947,13,2,15,2,
0.03000000000232348,13,2,15,2,
0.031000000002491014,9,6,15,6,
0.03200000000265855,12,3,15,3,
0.03300000000282608,13,2,15,2,
0.034000000002993615,12,3,15,3,
0.03500000000316115,12,3,15,3,
0.03600000000332868,13,2,15,2,
0.037000000003496215,13,2,15,2,
0.03800000000366375,14,1,15,1,
0.03900000000383128,13,2,15,2,
0.040000000003998816,12,3,15,3,
0.04100000000416635,13,2,15,2,
0.04200000000433388,12,3,15,3,
0.04300000000450142,11,4,15,4,
0.04400000000466895,11,4,15,4,
0.045000000004836484,12,3,15,3,
0.04600000000500402,15,0,15,0,
0.04700000000517155,14,1,15,1,
0.048000000005339084,12,3,15,3,
0.04900000000550662,12,3,15,3,
0.05000000000567415,12,3,15,3,

Molecule,poly_A,Site Index,23,Site Type, L_a
Time, Free, Bound,State0,
0.0,15,0,15,
0.001000000000002041,15,0,15,
0.002000009999996102,15,0,15,
0.0030000099999901633,15,0,15,
0.0040000099999842244,15,0,15,
0.005000009999978286,15,0,15,
0.006000009999972347,15,0,15,
0.007000009999966408,15,0,15,
0.00800000999996047,15,0,15,
0.00900000999995453,15,0,15,
0.010000009999948592,15,0,15,
0.011000009999942653,15,0,15,
0.012000009999936714,15,0,15,
0.013000009999930775,15,0,15,
0.014000009999924836,15,0,15,
0.015000009999918898,15,0,15,
0.016000009999978013,15,0,15,
0.017000000000145545,15,0,15,
0.018000000000313078,15,0,15,
0.01900000000048061,15,0,15,
0.020000000000648145,15,0,15,
0.02100000000081568,15,0,15,
0.022000000000983212,15,0,15,
0.023000000001150746,15,0,15,
0.02400000000131828,15,0,15,
0.025000000001485813,15,0,15,
0.026000000001653346,15,0,15,
0.02700000000182088,15,0,15,
0.028000000001988413,15,0,15,
0.029000000002155947,15,0,15,
0.03000000000232348,15,0,15,
0.031000000002491014,15,0,15,
0.03200000000265855,15,0,15,
0.03300000000282608,15,0,15,
0.034000000002993615,15,0,15,
0.03500000000316115,15,0,15,
0.03600000000332868,15,0,15,
0.037000000003496215,15,0,15,
0.03800000000366375,15,0,15,
0.03900000000383128,15,0,15,
0.040000000003998816,15,0,15,
0.04100000000416635,15,0,15,
0.04200000000433388,15,0,15,
0.04300000000450142,15,0,15,
0.04400000000466895,15,0,15,
0.045000000004836484,15,0,15,
0.04600000000500402,15,0,15,
0.04700000000517155,15,0,15,
0.048000000005339084,15,0,15,
0.04900000000550662,15,0,15,
0.05000000000567415,15,0,15,

Molecule,poly_A,Site Index,24,Site Type, L_a
Time, Free, Bound,State0,
0.0,15,0,15,
0.001000000000002041,15,0,15,
0.002000009999996102,15,0,15,
0.0030000099999901633,15,0,15,
0.0040000099999842244,15,0,15,
0.005000009999978286,15,0,15,
0.006000009999972347,15,0,15,
0.007000009999966408,15,0,15,
0.00800000999996047,15,0,15,
0.00900000999995453,15,0,15,
0.010000009999948592,15,0,15,
0.011000009999942653,15,0,15,
0.012000009999936714,15,0,15,
0.013000009999930775,15,0,15,
0.014000009999924836,15,0,15,
0.015000009999918898,15,0,15,
0.016000009999978013,15,0,15,
0.017000000000145545,15,0,15,
0.018000000000313078,15,0,15,
0.01900000000048061,15,0,15,
0.020000000000648145,15,0,15,
0.02100000000081568,15,0,15,
0.022000000000983212,15,0,15,
0.023000000001150746,15,0,15,
0.02400000000131828,15,0,15,
0.025000000001485813,15,0,15,
0.026000000001653346,15,0,15,
0.02700000000182088,15,0,15,
0.028000000001988413,15,0,15,
0.029000000002155947,15,0,15,
0.03000000000232348,15,0,15,
0.031000000002491014,15,0,15,
0.03200000000265855,15,0,15,
0.03300000000282608,15,0,15,
0.034000000002993615,15,0,15,
0.03500000000316115,15,0,15,
0.03600000000332868,15,0,15,
0.037000000003496215,15,0,15,
0.03800000000366375,15,0,15,
0.03900000000383128,15,0,15,
0.040000000003998816,15,0,15,
0.04100000000416635,15,0,15,
0.04200000000433388,15,0,15,
0.04300000000450142,15,0,15,
0.04400000000466895,15,0,15,
0.045000000004836484,15,0,15,
0.04600000000500402,15,0,15,
0.04700000000517155,15,0,15,
0.048000000005339084,15,0,15,
0.04900000000550662,15,0,15,
0.05000000000567415,15,0,15,

Molecule,poly_A,Site Index,25,Site Type, L_a
Time, Free, Bound,State0,
0.0,15,0,15,
0.001000000000002041,15,0,15,
0.002000009999996102,15,0,15,
0.0030000099999901633,15,0,15,
0.0040000099999842244,15,0,15,
0.005000009999978286,15,0,15,
0.006000009999972347,15,0,15,
0.007000009999966408,15,0,15,
0.00800000999996047,15,0,15,
0.00900000999995453,15,0,15,
0.010000009999948592,15,0,15,
0.011000009999942653,15,0,15,
0.012000009999936714,15,0,15,
0.013000009999930775,15,0,15,
0.014000009999924836,15,0,15,
0.015000009999918898,15,0,15,
0.016000009999978013,15,0,15,
0.017000000000145545,15,0,15,
0.018000000000313078,15,0,15,
0.01900000000048061,15,0,15,
0.020000000000648145,15,0,15,
0.02100000000081568,15,0,15,
0.022000000000983212,15,0,15,
0.023000000001150746,15,0,15,
0.02400000000131828,15,0,15,
0.025000000001485813,15,0,15,
0.026000000001653346,15,0,15,
0.02700000000182088,15,0,15,
0.028000000001988413,15,0,15,
0.029000000002155947,15,0,15,
0.03000000000232348,15,0,15,
0.031000000002491014,15,0,15,
0.03200000000265855,15,0,15,
0.03300000000282608,15,0,15,
0.034000000002993615,15,0,15,
0.03500000000316115,15,0,15,
0.03600000000332868,15,0,15,
0.037000000003496215,15,0,15,
0.03800000000366375,15,0,15,
0.03900000000383128,15,0,15,
0.040000000003998816,15,0,15,
0.04100000000416635,15,0,15,
0.04200000000433388,15,0,15,
0.04300000000450142,15,0,15,
0.04400000000466895,15,0,15,
0.045000000004836484,15,0,15,
0.04600000000500402,15,0,15,
0.04700000000517155,15,0,15,
0.048000000005339084,15,0,15,
0.04900000000550662,15,0,15,
0.05000000000567415,15,0,15,

Molecule,poly_A,Site Index,26,Site Type, A
Time, Free, Bound,State0,A_B_binding,
0.0,15,0,15,0,
0.001000000000002041,14,1,15,1,
0.002000009999996102,14,1,15,1,
0.0030000099999901633,15,0,15,0,
0.0040000099999842244,14,1,15,1,
0.005000009999978286,13,2,15,2,
0.006000009999972347,13,2,15,2,
0.007000009999966408,11,4,15,4,
0.00800000999996047,12,3,15,3,
0.00900000999995453,13,2,15,2,
0.010000009999948592,12,3,15,3,
0.011000009999942653,12,3,15,3,
0.012000009999936714,15,0,15,0,
0.013000009999930775,14,1,15,1,
0.014000009999924836,12,3,15,3,
0.015000009999918898,13,2,15,2,
0.016000009999978013,11,4,15,4,
0.017000000000145545,15,0,15,0,
0.018000000000313078,13,2,15,2,
0.01900000000048061,14,1,15,1,
0.020000000000648145,14,1,15,1,
0.02100000000081568,13,2,15,2,
0.022000000000983212,15,0,15,0,
0.023000000001150746,15,0,15,0,
0.02400000000131828,14,1,15,1,
0.025000000001485813,11,4,15,4,
0.026000000001653346,12,3,15,3,
0.02700000000182088,13,2,15,2,
0.028000000001988413,12,3,15,3,
0.029000000002155947,11,4,15,4,
0.03000000000232348,14,1,15,1,
0.031000000002491014,12,3,15,3,
0.03200000000265855,11,4,15,4,
0.03300000000282608,14,1,15,1,
0.034000000002993615,13,2,15,2,
0.03500000000316115,12,3,15,3,
0.03600000000332868,13,2,15,2,
0.037000000003496215,15,0,15,0,
0.03800000000366375,14,1,15,1,
0.03900000000383128,12,3,15,3,
0.040000000003998816,14,1,15,1,
0.04100000000416635,11,4,15,4,
0.04200000000433388,13,2,15,2,
0.04300000000450142,12,3,15,3,
0.04400000000466895,14,1,15,1,
0.045000000004836484,12,3,15,3,
0.04600000000500402,13,2,15,2,
0.04700000000517155,15,0,15,0,
0.048000000005339084,12,3,15,3,
0.04900000000550662,15,0,15,0,
0.05000000000567415,13,2,15,2,

Molecule,poly_A,Site Index,27,Site Type, L_a
Time, Free, Bound,State0,
0.0,15,0,15,
0.001000000000002041,15,0,15,
0.002000009999996102,15,0,15,
0.0030000099999901633,15,0,15,
0.0040000099999842244,15,0,15,
0.005000009999978286,15,0,15,
0.006000009999972347,15,0,15,
0.007000009999966408,15,0,15,
0.00800000999996047,15,0,15,
0.00900000999995453,15,0,15,
0.010000009999948592,15,0,15,
0.011000009999942653,15,0,15,
0.012000009999936714,15,0,15,
0.013000009999930775,15,0,15,
0.014000009999924836,15,0,15,
0.015000009999918898,15,0,15,
0.016000009999978013,15,0,15,
0.017000000000145545,15,0,15,
0.018000000000313078,15,0,15,
0.01900000000048061,15,0,15,
0.020000000000648145,15,0,15,
0.02100000000081568,15,0,15,
0.022000000000983212,15,0,15,
0.023000000001150746,15,0,15,
0.02400000000131828,15,0,15,
0.025000000001485813,15,0,15,
0.026000000001653346,15,0,15,
0.02700000000182088,15,0,15,
0.028000000001988413,15,0,15,
0.029000000002155947,15,0,15,
0.03000000000232348,15,0,15,
0.031000000002491014,15,0,15,
0.03200000000265855,15,0,15,
0.03300000000282608,15,0,15,
0.034000000002993615,15,0,15,
0.03500000000316115,15,0,15,
0.03600000000332868,15,0,15,
0.037000000003496215,15,0,15,
0.03800000000366375,15,0,15,
0.03900000000383128,15,0,15,
0.040000000003998816,15,0,15,
0.04100000000416635,15,0,15,
0.04200000000433388,15,0,15,
0.04300000000450142,15,0,15,
0.04400000000466895,15,0,15,
0.045000000004836484,15,0,15,
0.04600000000500402,15,0,15,
0.04700000000517155,15,0,15,
0.048000000005339084,15,0,15,
0.04900000000550662,15,0,15,
0.05000000000567415,15,0,15,

Molecule,poly_A,Site Index,28,Site Type, L_a
Time, Free, Bound,State0,
0.0,15,0,15,
0.001000000000002041,15,0,15,
0.002000009999996102,15,0,15,
0.0030000099999901633,15,0,15,
0.0040000099999842244,15,0,15,
0.005000009999978286,15,0,15,
0.006000009999972347,15,0,15,
0.007000009999966408,15,0,15,
0.00800000999996047,15,0,15,
0.00900000999995453,15,0,15,
0.010000009999948592,15,0,15,
0.011000009999942653,15,0,15,
0.012000009999936714,15,0,15,
0.013000009999930775,15,0,15,
0.014000009999924836,15,0,15,
0.015000009999918898,15,0,15,
0.016000009999978013,15,0,15,
0.017000000000145545,15,0,15,
0.018000000000313078,15,0,15,
0.01900000000048061,15,0,15,
0.020000000000648145,15,0,15,
0.02100000000081568,15,0,15,
0.022000000000983212,15,0,15,
0.023000000001150746,15,0,15,
0.02400000000131828,15,0,15,
0.025000000001485813,15,0,15,
0.026000000001653346,15,0,15,
0.02700000000182088,15,0,15,
0.028000000001988413,15,0,15,
0.029000000002155947,15,0,15,
0.03000000000232348,15,0,15,
0.031000000002491014,15,0,15,
0.03200000000265855,15,0,15,
0.03300000000282608,15,0,15,
0.034000000002993615,15,0,15,
0.03500000000316115,15,0,15,
0.03600000000332868,15,0,15,
0.037000000003496215,15,0,15,
0.03800000000366375,15,0,15,
0.03900000000383128,15,0,15,
0.040000000003998816,15,0,15,
0.04100000000416635,15,0,15,
0.04200000000433388,15,0,15,
0.04300000000450142,15,0,15,
0.04400000000466895,15,0,15,
0.045000000004836484,15,0,15,
0.04600000000500402,15,0,15,
0.04700000000517155,15,0,15,
0.048000000005339084,15,0,15,
0.04900000000550662,15,0,15,
0.05000000000567415,15,0,15,

Molecule,poly_A,Site Index,29,Site Type, L_a
Time, Free, Bound,State0,
0.0,15,0,15,
0.001000000000002041,15,0,15,
0.002000009999996102,15,0,15,
0.0030000099999901633,15,0,15,
0.0040000099999842244,15,0,15,
0.005000009999978286,15,0,15,
0.006000009999972347,15,0,15,
0.007000009999966408,15,0,15,
0.00800000999996047,15,0,15,
0.00900000999995453,15,0,15,
0.010000009999948592,15,0,15,
0.011000009999942653,15,0,15,
0.012000009999936714,15,0,15,
0.013000009999930775,15,0,15,
0.014000009999924836,15,0,15,
0.015000009999918898,15,0,15,
0.016000009999978013,15,0,15,
0.017000000000145545,15,0,15,
0.018000000000313078,15,0,15,
0.01900000000048061,15,0,15,
0.020000000000648145,15,0,15,
0.02100000000081568,15,0,15,
0.022000000000983212,15,0,15,
0.023000000001150746,15,0,15,
0.02400000000131828,15,0,15,
0.025000000001485813,15,0,15,
0.026000000001653346,15,0,15,
0.02700000000182088,15,0,15,
0.028000000001988413,15,0,15,
0.029000000002155947,15,0,15,
0.03000000000232348,15,0,15,
0.031000000002491014,15,0,15,
0.03200000000265855,15,0,15,
0.03300000000282608,15,0,15,
0.034000000002993615,15,0,15,
0.03500000000316115,15,0,15,
0.03600000000332868,15,0,15,
0.037000000003496215,15,0,15,
0.03800000000366375,15,0,15,
0.03900000000383128,15,0,15,
0.040000000003998816,15,0,15,
0.04100000000416635,15,0,15,
0.04200000000433388,15,0,15,
0.04300000000450142,15,0,15,
0.04400000000466895,15,0,15,
0.045000000004836484,15,0,15,
0.04600000000500402,15,0,15,
0.04700000000517155,15,0,15,
0.048000000005339084,15,0,15,
0.04900000000550662,15,0,15,
0.05000000000567415,15,0,15,

Molecule,poly_A,Site Index,30,Site Type, A
Time, Free, Bound,State0,A_B_binding,
0.0,15,0,15,0,
0.001000000000002041,14,1,15,1,
0.002000009999996102,15,0,15,0,
0.0030000099999901633,13,2,15,2,
0.0040000099999842244,12,3,15,3,
0.005000009999978286,13,2,15,2,
0.006000009999972347,12,3,15,3,
0.007000009999966408,13,2,15,2,
0.00800000999996047,13,2,15,2,
0.00900000999995453,13,2,15,2,
0.010000009999948592,12,3,15,3,
0.011000009999942653,14,1,15,1,
0.012000009999936714,15,0,15,0,
0.013000009999930775,13,2,15,2,
0.014000009999924836,13,2,15,2,
0.015000009999918898,13,2,15,2,
0.016000009999978013,13,2,15,2,
0.017000000000145545,14,1,15,1,
0.018000000000313078,14,1,15,1,
0.01900000000048061,13,2,15,2,
0.020000000000648145,11,4,15,4,
0.02100000000081568,15,0,15,0,
0.022000000000983212,12,3,15,3,
0.023000000001150746,14,1,15,1,
0.02400000000131828,13,2,15,2,
0.025000000001485813,14,1,15,1,
0.026000000001653346,14,1,15,1,
0.02700000000182088,15,0,15,0,
0.028000000001988413,12,3,15,3,
0.029000000002155947,13,2,15,2,
0.03000000000232348,13,2,15,2,
0.031000000002491014,13,2,15,2,
0.03200000000265855,12,3,15,3,
0.03300000000282608,14,1,15,1,
0.034000000002993615,12,3,15,3,
0.03500000000316115,15,0,15,0,
0.03600000000332868,13,2,15,2,
0.037000000003496215,14,1,15,1,
0.03800000000366375,14,1,15,1,
0.03900000000383128,13,2,15,2,
0.040000000003998816,13,2,15,2,
0.04100000000416635,15,0,15,0,
0.04200000000433388,14,1,15,1,
0.04300000000450142,12,3,15,3,
0.04400000000466895,10,5,15,5,
0.045000000004836484,10,5,15,5,
0.04600000000500402,14,1,15,1,
0.04700000000517155,15,0,15,0,
0.048000000005339084,14,1,15,1,
0.04900000000550662,14,1,15,1,
0.05000000000567415,14,1,15,1,

Molecule,poly_A,Site Index,31,Site Type, L_a
Time, Free, Bound,State0,
0.0,15,0,15,
0.001000000000002041,15,0,15,
0.002000009999996102,15,0,15,
0.0030000099999901633,15,0,15,
0.0040000099999842244,15,0,15,
0.005000009999978286,15,0,15,
0.006000009999972347,15,0,15,
0.007000009999966408,15,0,15,
0.00800000999996047,15,0,15,
0.00900000999995453,15,0,15,
0.010000009999948592,15,0,15,
0.011000009999942653,15,0,15,
0.012000009999936714,15,0,15,
0.013000009999930775,15,0,15,
0.014000009999924836,15,0,15,
0.015000009999918898,15,0,15,
0.016000009999978013,15,0,15,
0.017000000000145545,15,0,15,
0.018000000000313078,15,0,15,
0.01900000000048061,15,0,15,
0.020000000000648145,15,0,15,
0.02100000000081568,15,0,15,
0.022000000000983212,15,0,15,
0.023000000001150746,15,0,15,
0.02400000000131828,15,0,15,
0.025000000001485813,15,0,15,
0.026000000001653346,15,0,15,
0.02700000000182088,15,0,15,
0.028000000001988413,15,0,15,
0.029000000002155947,15,0,15,
0.03000000000232348,15,0,15,
0.031000000002491014,15,0,15,
0.03200000000265855,15,0,15,
